KEY,reviewid,title,content
4279,R2VU38WZ34RBW7,"I love that it carries over the info from the previous ...","I love that it carries over the info from the previous year so I don't have to reenter. If you don't do it all in one sitting, it sometimes asks the same questions over again, but it really beats doing it all from scratch."
4280,R2YW77756QNVKF,"Good but not always simple","I did some sub-contracting work this season....the automated guide was confusing at best due to the limited category descriptions. I ended up going old school and working directly on the tax forms. Over all still a good product provided you don't own a business."
4281,R2SNW0DUN1ZBGH,"it works","It works, for me it is easier than getting all the docs together to take to a tax preparer. A few years back I was called for an audit and it was clear the IRS auditor fully accepted my TurboTax printouts as clear evidence that everything was in order. No finding against me in the audit."
4282,R2X4UKP27GQDT0,"removes the anual dread","I have been using TurboTax for many years. I have found it to be very convenient and easy to use. It is especially nice how it finds and downloads so much data from the previous year to save a lot of input."
4283,R716LHGTDIUOR,"The software is fine but I felt the lack of transparency was aggravating ...","The software is fine but I felt the lack of transparency was aggravating with regards to the state tax filing. Nowhere along the way did the prompts indicate the cost fo filing the state tax with this version. Next time, be more upfront on the cost and not wait until the taxes are completed."
4284,R18Y3G6DJ341CH,"Efile rejected. Could not get straightened out without purchasing ...","Efile rejected. Could not get straightened out without purchasing another program. Switched to H&R and have already received refund."
4285,R17E7HVLX6U0WL,"Changes this year were poor. I think TT's concentration should be at a ...","""Change without reason costs money, usually the consumer"". Steven M. Robinson 04/03/15. Changes this year were poor. I think TT's concentration should be at a guidance level to accomplish the end goal, not too much, whats fair."
4286,R3MBJ8DPGBGID4,"Made it quick and easy to file my taxes","Did what it always does for me. Made it quick and easy to file my taxes. As long as you have all your info to plug in when needed it's easy. I got my Fed back in 7 days and State back in 11 days. What more can you ask for?"
4287,RPNQFR9BPR3JO,"Look close it changed","After cleaning up the mess of Deluxe not doing what Deluxe use to do, it worked great. Have to admit I am concerned what the correct version will cost next year. I have used and liked TurboTax for over 10 years and have loved it."
4288,R73RSR1SHOAC2,"Turbo Tax is awesome!","Extremely easy to use. Makes the process easy. We like how it automatically transfers your prior year info into the current year. We like how you can complete at your own pace, entering information as its rec'd in the mail (W-2, 1099s, etc). Will continue to use over the years."
4289,R3LZJ3T0T91FG4,"... Tax for over fifteen years and I am well pleased with how easy it has been to navigate the ...","I have used Turbo Tax for over fifteen years and I am well pleased with how easy it has been to navigate the program. I think a complete novice can use the program with no problem at all since it walks you through each step.Thank you."
4290,R2FLU9MYY5XDDP,"TTD is still the best!","Have used TTD since I started doing my taxes online. The version I got was great. No problems at all! Fast and easy as always. I didn't need all the other things that TTD does. I was done in record time. Maybe a TTD light could be made? If you want the best, it's TTD."
4291,R3P8WEO0F6JE3L,"My taxes have got simpler. I was paying a ...","My taxes have got simpler. I was paying a CPA $270 to do them. I did them with Turbo in about 1 hour. It was my first time and I had everything written out before hand. I received my refund back in 2 weeks, which was $330 more than last year. I will continue to use Turbo."
4292,RIGRSFETCEDYC,"SAVE TIME AND MONEY....USE TURBO TAX.","it's the only one to use in my opinion. Takes you step by step through everything then double checks for mistakes. All you have to do is have your receipts and records ready to enter. I stopped using a CPA years ago and now I'm saving hundreds of dollars every year doing my own taxes."
4293,R3OEOOPS8P9TFN,"Overall good tax filing software","Has good flow, questions are generally self explanatory. What would be helpful is more real world explanations on questionable items. Would like to see a discounted price for the e-file of State. It is pretty expensive to pay for the software and have to pay to E-file state."
4294,R33OBXZMWBSQFA,"Seems like there is an error with the city return","Seems like there is an error with the city return. Other than that, it is user-friendly. There are help sections in case you aren't sure what a question is asking-- I found this to be very thorough and helpful."
4295,R3524R6AOJ0IS8,"for an otherwise great product.","Paid full price for product in store and still had to pay for the ""free"" state refund. Why do people who download the product for FREE online get it all free yet those who buy the product have to pay for the state return. Thats B.S. for an otherwise great product."
4296,R3IMZYF0N3P62Q,"A fan /user for years.","This year it was no different. TT guided me through the federal and state process, filing both documents electrontically, and I received my refunds within a week. I have neever considered using anything other than TT!"
4297,R93975BV52MHL,"Very easy to use","Very easy to use. However, as a first time user, there were additional costs that were not disclosed. The software title implies that it includes State filing, but no mention of additional cost for filing state forms."
4298,RZVTCRCK2ZTE7,"... time to use the TurboTax and the experience was good! Very user friendly although it took time to ...","This was my first time to use the TurboTax and the experience was good! Very user friendly although it took time to make sure all the right information gets in. I will definitely use it again next year!! Compared to paying for a tax consultant to do it, I saved a ton of money!!"
